Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
25360	Breast-Cancer	GSE31192	GSM773306	T	None	8.942514
25361	Breast-Cancer	GSE31192	GSM773308	T	None	10.78136
25362	Breast-Cancer	GSE31192	GSM773310	T	None	10.030667
25363	Breast-Cancer	GSE31192	GSM773311	T	None	10.488844
25364	Breast-Cancer	GSE31192	GSM773316	T	None	10.86496
25365	Breast-Cancer	GSE31448	GSM781288	T	None	12.008079
25366	Breast-Cancer	GSE31448	GSM781289	T	None	10.670656
25367	Breast-Cancer	GSE31448	GSM781290	T	None	11.935902
25368	Breast-Cancer	GSE31448	GSM781291	T	None	12.020286
25369	Breast-Cancer	GSE31448	GSM781292	T	None	10.623881
25370	Breast-Cancer	GSE31448	GSM781293	T	None	11.369597
25371	Breast-Cancer	GSE31448	GSM781294	T	None	10.61471
25372	Breast-Cancer	GSE31448	GSM781295	T	None	11.18797
25373	Breast-Cancer	GSE31448	GSM781296	T	None	10.815383
25374	Breast-Cancer	GSE31448	GSM781297	T	None	10.648357
25375	Breast-Cancer	GSE31448	GSM781298	T	None	10.870365
25376	Breast-Cancer	GSE31448	GSM781299	T	None	11.502335
25377	Breast-Cancer	GSE31448	GSM781300	T	None	11.348728
25378	Breast-Cancer	GSE31448	GSM781301	T	None	10.0754795
25379	Breast-Cancer	GSE31448	GSM781302	T	None	10.429407
25380	Breast-Cancer	GSE31448	GSM781303	T	None	10.6786
25381	Breast-Cancer	GSE31448	GSM781304	T	None	10.984419
25382	Breast-Cancer	GSE31448	GSM781305	T	None	10.092757
25383	Breast-Cancer	GSE31448	GSM781306	T	None	10.574594
25384	Breast-Cancer	GSE31448	GSM781307	T	None	11.210671
25385	Breast-Cancer	GSE31448	GSM781308	T	None	9.35975
25386	Breast-Cancer	GSE31448	GSM781309	T	None	11.184256
25387	Breast-Cancer	GSE31448	GSM781310	T	None	9.918863
25388	Breast-Cancer	GSE31448	GSM781311	T	None	10.959277
25389	Breast-Cancer	GSE31448	GSM781312	T	None	10.276124
25390	Breast-Cancer	GSE31448	GSM781313	T	None	10.884171
25391	Breast-Cancer	GSE31448	GSM781314	T	None	11.0182
25392	Breast-Cancer	GSE31448	GSM781315	T	None	10.337622
25393	Breast-Cancer	GSE31448	GSM781316	T	None	10.590587
25394	Breast-Cancer	GSE31448	GSM781317	T	None	11.3337145
25395	Breast-Cancer	GSE31448	GSM781322	T	None	9.738092
25396	Breast-Cancer	GSE31448	GSM781323	T	None	7.7279205
25397	Breast-Cancer	GSE31448	GSM781324	T	None	9.285402
25398	Breast-Cancer	GSE31448	GSM781325	T	None	10.72707
25399	Breast-Cancer	GSE31448	GSM781326	T	None	9.221587
25400	Breast-Cancer	GSE31448	GSM781327	T	None	9.541097
25401	Breast-Cancer	GSE31448	GSM781328	T	None	10.173677
25402	Breast-Cancer	GSE31448	GSM781329	T	None	10.0168085
25403	Breast-Cancer	GSE31448	GSM781330	T	None	10.707359
25404	Breast-Cancer	GSE31448	GSM781331	T	None	12.3663225
25405	Breast-Cancer	GSE31448	GSM781332	T	None	10.286558
25406	Breast-Cancer	GSE31448	GSM781333	T	None	10.225207
25407	Breast-Cancer	GSE31448	GSM781334	T	None	10.514714
25408	Breast-Cancer	GSE31448	GSM781335	T	None	11.423641
25409	Breast-Cancer	GSE31448	GSM781336	T	None	11.137631
25410	Breast-Cancer	GSE31448	GSM781337	T	None	11.410451
25411	Breast-Cancer	GSE31448	GSM781338	T	None	11.388018
25412	Breast-Cancer	GSE31448	GSM781339	T	None	10.36304
25413	Breast-Cancer	GSE31448	GSM781340	T	None	10.997885
25414	Breast-Cancer	GSE31448	GSM781341	T	None	10.924812
25415	Breast-Cancer	GSE31448	GSM781342	T	None	10.340962
25416	Breast-Cancer	GSE31448	GSM781343	T	None	10.198445
25417	Breast-Cancer	GSE31448	GSM781344	T	None	9.0223675
25418	Breast-Cancer	GSE31448	GSM781345	T	None	9.440869
25419	Breast-Cancer	GSE31448	GSM781346	T	None	11.713816
25420	Breast-Cancer	GSE31448	GSM781347	T	None	8.3442955
25421	Breast-Cancer	GSE31448	GSM781348	T	None	8.144658
25422	Breast-Cancer	GSE31448	GSM781349	T	None	9.661778
25423	Breast-Cancer	GSE31448	GSM781350	T	None	9.057992
25424	Breast-Cancer	GSE31448	GSM781351	T	None	9.592457
25425	Breast-Cancer	GSE31448	GSM781352	T	None	10.696967
25426	Breast-Cancer	GSE31448	GSM781353	T	None	6.768184
25427	Breast-Cancer	GSE31448	GSM781354	T	None	10.064743
25428	Breast-Cancer	GSE31448	GSM781355	T	None	7.539159
25429	Breast-Cancer	GSE31448	GSM781356	T	None	9.688251
25430	Breast-Cancer	GSE31448	GSM781357	T	None	9.192293
25431	Breast-Cancer	GSE31448	GSM781358	T	None	9.815383
25432	Breast-Cancer	GSE31448	GSM781359	T	None	9.665336
25433	Breast-Cancer	GSE31448	GSM781360	T	None	10.977995
25434	Breast-Cancer	GSE31448	GSM781361	T	None	9.049849
25435	Breast-Cancer	GSE31448	GSM781362	T	None	8.6402445
25436	Breast-Cancer	GSE31448	GSM781363	T	None	8.049849
25437	Breast-Cancer	GSE31448	GSM781364	T	None	9.78136
25438	Breast-Cancer	GSE31448	GSM781365	T	None	9.5736475
25439	Breast-Cancer	GSE31448	GSM781366	T	None	9.663558
25440	Breast-Cancer	GSE31448	GSM781367	T	None	10.340962
25441	Breast-Cancer	GSE31448	GSM781368	T	None	8.738092
25442	Breast-Cancer	GSE31448	GSM781369	T	None	10.494856
25443	Breast-Cancer	GSE31448	GSM781370	T	None	10.369597
25444	Breast-Cancer	GSE31448	GSM781371	T	None	9.519636
25445	Breast-Cancer	GSE31448	GSM781372	T	None	9.558421
25446	Breast-Cancer	GSE31448	GSM781373	T	None	10.9151325
25447	Breast-Cancer	GSE31448	GSM781374	T	None	9.84549
25448	Breast-Cancer	GSE31448	GSM781375	T	None	8.851749
25449	Breast-Cancer	GSE31448	GSM781376	T	None	10.624796
25450	Breast-Cancer	GSE31448	GSM781377	T	None	9.008429
25451	Breast-Cancer	GSE31448	GSM781378	T	None	10.759056
25452	Breast-Cancer	GSE31448	GSM781379	T	None	9.729621
25453	Breast-Cancer	GSE31448	GSM781380	T	None	10.13571
25454	Breast-Cancer	GSE31448	GSM781381	T	None	9.453271
25455	Breast-Cancer	GSE31448	GSM781382	T	None	9.672425
25456	Breast-Cancer	GSE31448	GSM781383	T	None	8.84235
25457	Breast-Cancer	GSE31448	GSM781384	T	None	10.326429
25458	Breast-Cancer	GSE31448	GSM781385	T	None	9.754888
25459	Breast-Cancer	GSE31448	GSM781386	T	None	9.2946205
25460	Breast-Cancer	GSE31448	GSM781387	T	None	9.292321
25461	Breast-Cancer	GSE31448	GSM781388	T	None	11.33539
25462	Breast-Cancer	GSE31448	GSM781389	T	None	10.457381
25463	Breast-Cancer	GSE31448	GSM781390	T	None	10.049849
25464	Breast-Cancer	GSE31448	GSM781391	T	None	10.510764
25465	Breast-Cancer	GSE31448	GSM781392	T	None	9.611025
25466	Breast-Cancer	GSE31448	GSM781393	T	None	10.3014965
25467	Breast-Cancer	GSE31448	GSM781394	T	None	10.197217
25468	Breast-Cancer	GSE31448	GSM781395	T	None	10.382624
25469	Breast-Cancer	GSE31448	GSM781396	T	None	9.330916
25470	Breast-Cancer	GSE31448	GSM781397	T	None	11.406736
25471	Breast-Cancer	GSE31448	GSM781398	T	None	9.968667
25472	Breast-Cancer	GSE31448	GSM781399	T	None	9.733015
25473	Breast-Cancer	GSE31448	GSM781400	T	None	9.495855
25474	Breast-Cancer	GSE31448	GSM781401	T	None	9.588715
25475	Breast-Cancer	GSE31448	GSM781402	T	None	9.330916
25476	Breast-Cancer	GSE31448	GSM781403	T	None	9.5736475
25477	Breast-Cancer	GSE31448	GSM781404	T	None	10.238404
25478	Breast-Cancer	GSE31448	GSM781405	T	None	9.95565
25479	Breast-Cancer	GSE31448	GSM781406	T	None	10.383704
25480	Breast-Cancer	GSE31448	GSM781407	T	None	10.166163
25481	Breast-Cancer	GSE31448	GSM781408	T	None	8.954196
25482	Breast-Cancer	GSE31448	GSM781409	T	None	10.068778
25483	Breast-Cancer	GSE31448	GSM781410	T	None	11.0754795
25484	Breast-Cancer	GSE31448	GSM781411	T	None	8.348728
25485	Breast-Cancer	GSE31448	GSM781412	T	None	8.870365
25486	Breast-Cancer	GSE31448	GSM781413	T	None	10.091435
25487	Breast-Cancer	GSE31448	GSM781414	T	None	9.611025
25488	Breast-Cancer	GSE31448	GSM781415	T	None	8.224002
25489	Breast-Cancer	GSE31448	GSM781416	T	None	10.231221
25490	Breast-Cancer	GSE31448	GSM781417	T	None	9.1674185
25491	Breast-Cancer	GSE31448	GSM781418	T	None	8.531382
25492	Breast-Cancer	GSE31448	GSM781419	T	None	10.6339035
25493	Breast-Cancer	GSE31448	GSM781420	T	None	10.995061
25494	Breast-Cancer	GSE31448	GSM781421	T	None	8.23362
25495	Breast-Cancer	GSE31448	GSM781422	T	None	9.58684
25496	Breast-Cancer	GSE31448	GSM781423	T	None	8.83289
25497	Breast-Cancer	GSE31448	GSM781424	T	None	10.711667
25498	Breast-Cancer	GSE31448	GSM781425	T	None	9.665336
25499	Breast-Cancer	GSE31448	GSM781426	T	None	9.287712
25500	Breast-Cancer	GSE31448	GSM781427	T	None	11.697402
25501	Breast-Cancer	GSE31448	GSM781428	T	None	11.654188
25502	Breast-Cancer	GSE31448	GSM781429	T	None	12.218866
25503	Breast-Cancer	GSE31448	GSM781430	T	None	10.308339
25504	Breast-Cancer	GSE31448	GSM781431	T	None	10.75238
25505	Breast-Cancer	GSE31448	GSM781432	T	None	10.083479
25506	Breast-Cancer	GSE31448	GSM781433	T	None	10.441907
25507	Breast-Cancer	GSE31448	GSM781434	T	None	10.451211
25508	Breast-Cancer	GSE31448	GSM781435	T	None	9.724514
25509	Breast-Cancer	GSE31448	GSM781436	T	None	9.714246
25510	Breast-Cancer	GSE31448	GSM781437	T	None	10.306062
25511	Breast-Cancer	GSE31448	GSM781438	T	None	10.429407
25512	Breast-Cancer	GSE31448	GSM781439	T	None	9.546894
25513	Breast-Cancer	GSE31448	GSM781440	T	None	9.57554
25514	Breast-Cancer	GSE31448	GSM781441	T	None	9.306062
25515	Breast-Cancer	GSE31448	GSM781442	T	None	9.269127
25516	Breast-Cancer	GSE31448	GSM781443	T	None	10.02514
25517	Breast-Cancer	GSE31448	GSM781444	T	None	8.467606
25518	Breast-Cancer	GSE31448	GSM781445	T	None	7.3037806
25519	Breast-Cancer	GSE31448	GSM781446	T	None	9.932215
25520	Breast-Cancer	GSE31448	GSM781447	T	None	10.303781
25521	Breast-Cancer	GSE31448	GSM781448	T	None	10.485829
25522	Breast-Cancer	GSE31448	GSM781449	T	None	10.786269
25523	Breast-Cancer	GSE31448	GSM781450	T	None	9.449148
25524	Breast-Cancer	GSE31448	GSM781451	T	None	9.688251
25525	Breast-Cancer	GSE31448	GSM781452	T	None	11.589183
25526	Breast-Cancer	GSE31448	GSM781453	T	None	11.158609
25527	Breast-Cancer	GSE31448	GSM781454	T	None	10.611025
25528	Breast-Cancer	GSE31448	GSM781455	T	None	9.729621
25529	Breast-Cancer	GSE31448	GSM781456	T	None	8.957102
25530	Breast-Cancer	GSE31448	GSM781457	T	None	9.627534
25531	Breast-Cancer	GSE31448	GSM781458	T	None	9.095397
25532	Breast-Cancer	GSE31448	GSM781459	T	None	11.320236
25533	Breast-Cancer	GSE31448	GSM781460	T	None	10.416798
25534	Breast-Cancer	GSE31448	GSM781461	T	None	9.259744
25535	Breast-Cancer	GSE31448	GSM781462	T	None	10.653741
25536	Breast-Cancer	GSE31448	GSM781463	T	None	10.824959
25537	Breast-Cancer	GSE31448	GSM781464	T	None	10.330916
25538	Breast-Cancer	GSE31448	GSM781465	T	None	11.33985
25539	Breast-Cancer	GSE31448	GSM781466	T	None	9.79604
25540	Breast-Cancer	GSE31448	GSM781467	T	None	10.618385
25541	Breast-Cancer	GSE31448	GSM781468	T	None	12.507051
25542	Breast-Cancer	GSE31448	GSM781469	T	None	10.354249
25543	Breast-Cancer	GSE31448	GSM781470	T	None	10.709946
25544	Breast-Cancer	GSE31448	GSM781471	T	None	11.455841
25545	Breast-Cancer	GSE31448	GSM781472	T	None	9.02514
25546	Breast-Cancer	GSE31448	GSM781473	T	None	9.743152
25547	Breast-Cancer	GSE31448	GSM781474	T	None	10.700439
25548	Breast-Cancer	GSE31448	GSM781475	T	None	11.416798
25549	Breast-Cancer	GSE31448	GSM781476	T	None	9.8902645
25550	Breast-Cancer	GSE31448	GSM781477	T	None	10.200898
25551	Breast-Cancer	GSE31448	GSM781478	T	None	9.94398
25552	Breast-Cancer	GSE31448	GSM781479	T	None	11.241387
25553	Breast-Cancer	GSE31448	GSM781480	T	None	11.213104
25554	Breast-Cancer	GSE31448	GSM781481	T	None	11.22581
25555	Breast-Cancer	GSE31448	GSM781482	T	None	10.997885
25556	Breast-Cancer	GSE31448	GSM781483	T	None	10.159871
25557	Breast-Cancer	GSE31448	GSM781484	T	None	11.329797
25558	Breast-Cancer	GSE31448	GSM781485	T	None	10.187352
25559	Breast-Cancer	GSE31448	GSM781486	T	None	10.371777
25560	Breast-Cancer	GSE31448	GSM781487	T	None	11.033423
25561	Breast-Cancer	GSE31448	GSM781488	T	None	10.957102
25562	Breast-Cancer	GSE31448	GSM781489	T	None	9.851749
25563	Breast-Cancer	GSE31448	GSM781490	T	None	10.113742
25564	Breast-Cancer	GSE31448	GSM781491	T	None	9.799282
25565	Breast-Cancer	GSE31448	GSM781492	T	None	12.012974
25566	Breast-Cancer	GSE31448	GSM781493	T	None	10.61379
25567	Breast-Cancer	GSE31448	GSM781494	T	None	11.3706875
25568	Breast-Cancer	GSE31448	GSM781495	T	None	10.473705
25569	Breast-Cancer	GSE31448	GSM781496	T	None	10.957828
25570	Breast-Cancer	GSE31448	GSM781497	T	None	10.731319
25571	Breast-Cancer	GSE31448	GSM781498	T	None	11.23721
25572	Breast-Cancer	GSE31448	GSM781499	T	None	9.964341
25573	Breast-Cancer	GSE31448	GSM781500	T	None	9.590587
25574	Breast-Cancer	GSE31448	GSM781501	T	None	12.265615
25575	Breast-Cancer	GSE31448	GSM781502	T	None	9.7414665
25576	Breast-Cancer	GSE31448	GSM781503	T	None	10.815383
25577	Breast-Cancer	GSE31448	GSM781504	T	None	10.3185425
25578	Breast-Cancer	GSE31448	GSM781505	T	None	8.839204
25579	Breast-Cancer	GSE31448	GSM781506	T	None	11.735133
25580	Breast-Cancer	GSE31448	GSM781507	T	None	10.388018
25581	Breast-Cancer	GSE31448	GSM781508	T	None	11.002815
25582	Breast-Cancer	GSE31448	GSM781509	T	None	10.424167
25583	Breast-Cancer	GSE31448	GSM781510	T	None	9.346514
25584	Breast-Cancer	GSE31448	GSM781511	T	None	9.027906
25585	Breast-Cancer	GSE31448	GSM781512	T	None	10.36304
25586	Breast-Cancer	GSE31448	GSM781513	T	None	9.820179
25587	Breast-Cancer	GSE31448	GSM781514	T	None	10.23721
25588	Breast-Cancer	GSE31448	GSM781515	T	None	9.052568
25589	Breast-Cancer	GSE31448	GSM781516	T	None	9.97728
25590	Breast-Cancer	GSE31448	GSM781517	T	None	9.236014
25591	Breast-Cancer	GSE31448	GSM781518	T	None	9.702172
25592	Breast-Cancer	GSE31448	GSM781519	T	None	10.85253
25593	Breast-Cancer	GSE31448	GSM781520	T	None	8.40088
25594	Breast-Cancer	GSE31448	GSM781521	T	None	10.143383
25595	Breast-Cancer	GSE31448	GSM781522	T	None	9.663558
25596	Breast-Cancer	GSE31448	GSM781523	T	None	11.03686
25597	Breast-Cancer	GSE31448	GSM781524	T	None	9.67772
25598	Breast-Cancer	GSE31448	GSM781525	T	None	10.583083
25599	Breast-Cancer	GSE31448	GSM781526	T	None	9.897845
25600	Breast-Cancer	GSE31448	GSM781527	T	None	9.134426
25601	Breast-Cancer	GSE31448	GSM781528	T	None	9.06609
25602	Breast-Cancer	GSE31448	GSM781529	T	None	10.0754795
25603	Breast-Cancer	GSE31448	GSM781530	T	None	9.581201
25604	Breast-Cancer	GSE31448	GSM781531	T	None	9.2502985
25605	Breast-Cancer	GSE31448	GSM781532	T	None	9.124122
25606	Breast-Cancer	GSE31448	GSM781533	T	None	8.584963
25607	Breast-Cancer	GSE31448	GSM781534	T	None	11.103944
25608	Breast-Cancer	GSE31448	GSM781535	T	None	9.588715
25609	Breast-Cancer	GSE31448	GSM781536	T	None	8.894817
25610	Breast-Cancer	GSE31448	GSM781537	T	None	11.673751
25611	Breast-Cancer	GSE31448	GSM781538	T	None	8.523562
25612	Breast-Cancer	GSE31448	GSM781539	T	None	10.418907
25613	Breast-Cancer	GSE31448	GSM781540	T	None	9.209454
25614	Breast-Cancer	GSE31448	GSM781541	T	None	9.426265
25615	Breast-Cancer	GSE31448	GSM781542	T	None	9.891784
25616	Breast-Cancer	GSE31448	GSM781543	T	None	10.113742
25617	Breast-Cancer	GSE31448	GSM781544	T	None	12.031701
25618	Breast-Cancer	GSE31448	GSM781545	T	None	9.424167
25619	Breast-Cancer	GSE31448	GSM781546	T	None	10.3072
25620	Breast-Cancer	GSE31448	GSM781547	T	None	9.773139
25621	Breast-Cancer	GSE31448	GSM781548	T	None	10.497851
25622	Breast-Cancer	GSE31448	GSM781549	T	None	9.221587
25623	Breast-Cancer	GSE31448	GSM781550	T	None	8.696967
25624	Breast-Cancer	GSE31448	GSM781551	T	None	11.13057
25625	Breast-Cancer	GSE31448	GSM781552	T	None	11.080817
25626	Breast-Cancer	GSE31448	GSM781553	T	None	9.560333
25627	Breast-Cancer	GSE31448	GSM781554	T	None	10.759056
25628	Breast-Cancer	GSE31448	GSM781555	T	None	11.73047
25629	Breast-Cancer	GSE31448	GSM781556	T	None	8.78136
25630	Breast-Cancer	GSE31448	GSM781557	T	None	10.635718
25631	Breast-Cancer	GSE31448	GSM781558	T	None	9.681238
25632	Breast-Cancer	GSE31448	GSM781559	T	None	10.414685
25633	Breast-Cancer	GSE31448	GSM781560	T	None	10.441907
25634	Breast-Cancer	GSE31448	GSM781561	T	None	10.014021
25635	Breast-Cancer	GSE31448	GSM781562	T	None	10.00422
25636	Breast-Cancer	GSE31448	GSM781563	T	None	10.714246
25637	Breast-Cancer	GSE31448	GSM781564	T	None	10.685625
25638	Breast-Cancer	GSE31448	GSM781565	T	None	11.190442
25639	Breast-Cancer	GSE31448	GSM781566	T	None	9.139551
25640	Breast-Cancer	GSE31448	GSM781567	T	None	10.310613
25641	Breast-Cancer	GSE31448	GSM781568	T	None	10.211888
25642	Breast-Cancer	GSE31448	GSM781569	T	None	9.726218
25643	Breast-Cancer	GSE31448	GSM781570	T	None	11.647009
25644	Breast-Cancer	GSE31448	GSM781571	T	None	12.299208
25645	Breast-Cancer	GSE31448	GSM781572	T	None	11.520127
25646	Breast-Cancer	GSE31448	GSM781573	T	None	10.528454
25647	Breast-Cancer	GSE31448	GSM781574	T	None	11.608717
25648	Breast-Cancer	GSE31448	GSM781575	T	None	11.606868
25649	Breast-Cancer	GSE31448	GSM781576	T	None	11.647458
25650	Breast-Cancer	GSE31448	GSM781577	T	None	9.873445
25651	Breast-Cancer	GSE31448	GSM781578	T	None	11.7805395
25652	Breast-Cancer	GSE31448	GSM781579	T	None	10.1369915
25653	Breast-Cancer	GSE31448	GSM781580	T	None	10.702172
25654	Breast-Cancer	GSE31448	GSM781581	T	None	12.100662
25655	Breast-Cancer	GSE31448	GSM781582	T	None	9.951284
25656	Breast-Cancer	GSE31448	GSM781583	T	None	10.902375
25657	Breast-Cancer	GSE31448	GSM781584	T	None	10.496854
25658	Breast-Cancer	GSE31448	GSM781585	T	None	10.3955345
25659	Breast-Cancer	GSE31448	GSM781586	T	None	9.283089
25660	Breast-Cancer	GSE31448	GSM781587	T	None	9.868822
25661	Breast-Cancer	GSE31448	GSM781588	T	None	8.73471
25662	Breast-Cancer	GSE31448	GSM781589	T	None	10.197217
25663	Breast-Cancer	GSE31448	GSM781590	T	None	9.902375
25664	Breast-Cancer	GSE31448	GSM781591	T	None	9.299208
25665	Breast-Cancer	GSE31448	GSM781592	T	None	8.854868
25666	Breast-Cancer	GSE31448	GSM781593	T	None	9.815383
25667	Breast-Cancer	GSE31448	GSM781594	T	None	9.219169
25668	Breast-Cancer	GSE31448	GSM781595	T	None	9.513727
25669	Breast-Cancer	GSE31448	GSM781596	T	None	8.189824
25670	Breast-Cancer	GSE31448	GSM781597	T	None	10.122828
25671	Breast-Cancer	GSE31448	GSM781598	T	None	9.447083
25672	Breast-Cancer	GSE31448	GSM781599	T	None	9.02514
25673	Breast-Cancer	GSE31448	GSM781600	T	None	9.3663225
25674	Breast-Cancer	GSE31448	GSM781601	T	None	11.581672
25675	Breast-Cancer	GSE31448	GSM781602	T	None	10.4868355
25676	Breast-Cancer	GSE31448	GSM781603	T	None	11.551228
25677	Breast-Cancer	GSE31448	GSM781604	T	None	10.753217
25678	Breast-Cancer	GSE31448	GSM781605	T	None	9.364135
25679	Breast-Cancer	GSE31448	GSM781606	T	None	10.711667
25680	Breast-Cancer	GSE31448	GSM781607	T	None	11.695663
25681	Breast-Cancer	GSE31448	GSM781608	T	None	10.802516
25682	Breast-Cancer	GSE31448	GSM781609	T	None	9.861087
25683	Breast-Cancer	GSE31448	GSM781610	T	None	11.272046
25684	Breast-Cancer	GSE31448	GSM781611	T	None	10.861087
25685	Breast-Cancer	GSE31448	GSM781612	T	None	10.525521
25686	Breast-Cancer	GSE31448	GSM781613	T	None	10.310613
25687	Breast-Cancer	GSE31448	GSM781614	T	None	11.152919
25688	Breast-Cancer	GSE31448	GSM781615	T	None	9.238404
25689	Breast-Cancer	GSE31448	GSM781616	T	None	9.759889
25690	Breast-Cancer	GSE31448	GSM781617	T	None	9.703903
25691	Breast-Cancer	GSE31448	GSM781618	T	None	11.018895
25692	Breast-Cancer	GSE31448	GSM781619	T	None	12.197524
25693	Breast-Cancer	GSE31448	GSM781620	T	None	10.719389
25694	Breast-Cancer	GSE31448	GSM781621	T	None	10.133142
25695	Breast-Cancer	GSE31448	GSM781622	T	None	10.7690115
25696	Breast-Cancer	GSE31448	GSM781623	T	None	11.357552
25697	Breast-Cancer	GSE31448	GSM781624	T	None	10.787903
25698	Breast-Cancer	GSE31448	GSM781625	T	None	11.532843
25699	Breast-Cancer	GSE31448	GSM781626	T	None	10.737247
25700	Breast-Cancer	GSE31448	GSM781627	T	None	11.168045
25701	Breast-Cancer	GSE31448	GSM781628	T	None	11.292321
25702	Breast-Cancer	GSE31448	GSM781629	T	None	10.350939
25703	Breast-Cancer	GSE31448	GSM781630	T	None	11.553149
25704	Breast-Cancer	GSE31448	GSM781631	T	None	11.479275
25705	Breast-Cancer	GSE31448	GSM781632	T	None	10.178665
25706	Breast-Cancer	GSE31448	GSM781633	T	None	10.207014
25707	Breast-Cancer	GSE31448	GSM781634	T	None	10.350939
25708	Breast-Cancer	GSE31448	GSM781635	T	None	10.813781
25709	Breast-Cancer	GSE31448	GSM781636	T	None	10.122828
25710	Breast-Cancer	GSE31448	GSM781637	T	None	9.152285
25711	Breast-Cancer	GSE31448	GSM781638	T	None	10.772315
25712	Breast-Cancer	GSE31448	GSM781639	T	None	9.06609
25713	Breast-Cancer	GSE31448	GSM781640	T	None	9.634811
25714	Breast-Cancer	GSE31448	GSM781641	T	None	9.317412
25715	Breast-Cancer	GSE31448	GSM781642	T	None	10.850187
25716	Breast-Cancer	GSE31448	GSM781643	T	None	10.033423
25717	Breast-Cancer	GSE31448	GSM781644	T	None	10.043027
25745	Breast-Cancer	GSE32646	GSM809184	T	None	10.392318
25746	Breast-Cancer	GSE32646	GSM809185	T	None	11.330357
25747	Breast-Cancer	GSE32646	GSM809186	T	None	10.33985
25748	Breast-Cancer	GSE32646	GSM809187	T	None	10.587777
25749	Breast-Cancer	GSE32646	GSM809188	T	None	9.06609
25750	Breast-Cancer	GSE32646	GSM809189	T	None	9.390169
25751	Breast-Cancer	GSE32646	GSM809190	T	None	10.104599
25752	Breast-Cancer	GSE32646	GSM809191	T	None	10.059344
25753	Breast-Cancer	GSE32646	GSM809192	T	None	11.254438
25754	Breast-Cancer	GSE32646	GSM809193	T	None	11.330916
25755	Breast-Cancer	GSE32646	GSM809194	T	None	10.630267
25756	Breast-Cancer	GSE32646	GSM809195	T	None	10.844706
25757	Breast-Cancer	GSE32646	GSM809196	T	None	10.81298
25758	Breast-Cancer	GSE32646	GSM809197	T	None	10.597121
25759	Breast-Cancer	GSE32646	GSM809198	T	None	11.147205
25760	Breast-Cancer	GSE32646	GSM809199	T	None	10.598983
25761	Breast-Cancer	GSE32646	GSM809200	T	None	10.838416
25762	Breast-Cancer	GSE32646	GSM809201	T	None	10.421013
25763	Breast-Cancer	GSE32646	GSM809202	T	None	10.854868
25764	Breast-Cancer	GSE32646	GSM809203	T	None	11.421013
25765	Breast-Cancer	GSE32646	GSM809204	T	None	10.492855
25766	Breast-Cancer	GSE32646	GSM809205	T	None	10.332037
25767	Breast-Cancer	GSE32646	GSM809206	T	None	9.049849
25768	Breast-Cancer	GSE32646	GSM809207	T	None	10.27263
25769	Breast-Cancer	GSE32646	GSM809208	T	None	9.995768
25770	Breast-Cancer	GSE32646	GSM809209	T	None	10.527477
25771	Breast-Cancer	GSE32646	GSM809210	T	None	9.812178
25772	Breast-Cancer	GSE32646	GSM809211	T	None	10.169925
25773	Breast-Cancer	GSE32646	GSM809212	T	None	10.442944
25774	Breast-Cancer	GSE32646	GSM809213	T	None	10.501837
25775	Breast-Cancer	GSE32646	GSM809214	T	None	8.7414665
25776	Breast-Cancer	GSE32646	GSM809215	T	None	10.585901
25777	Breast-Cancer	GSE32646	GSM809216	T	None	9.315149
25778	Breast-Cancer	GSE32646	GSM809217	T	None	10.0168085
25779	Breast-Cancer	GSE32646	GSM809218	T	None	9.4998455
25780	Breast-Cancer	GSE32646	GSM809219	T	None	10.524542
25781	Breast-Cancer	GSE32646	GSM809220	T	None	10.985842
25782	Breast-Cancer	GSE32646	GSM809221	T	None	9.982993
25783	Breast-Cancer	GSE32646	GSM809222	T	None	9.771489
25784	Breast-Cancer	GSE32646	GSM809223	T	None	10.197217
25785	Breast-Cancer	GSE32646	GSM809224	T	None	9.79604
25786	Breast-Cancer	GSE32646	GSM809225	T	None	10.5840225
25787	Breast-Cancer	GSE32646	GSM809226	T	None	10.312883
25788	Breast-Cancer	GSE32646	GSM809227	T	None	10.999295
25789	Breast-Cancer	GSE32646	GSM809228	T	None	9.97871
25790	Breast-Cancer	GSE32646	GSM809229	T	None	11.344851
25791	Breast-Cancer	GSE32646	GSM809230	T	None	9.949826
25792	Breast-Cancer	GSE32646	GSM809231	T	None	10.9307375
25793	Breast-Cancer	GSE32646	GSM809232	T	None	10.931477
25794	Breast-Cancer	GSE32646	GSM809233	T	None	9.888743
25795	Breast-Cancer	GSE32646	GSM809234	T	None	10.5068035
25796	Breast-Cancer	GSE32646	GSM809235	T	None	9.638436
25797	Breast-Cancer	GSE32646	GSM809236	T	None	11.414685
25798	Breast-Cancer	GSE32646	GSM809237	T	None	10.465567
25799	Breast-Cancer	GSE32646	GSM809238	T	None	11.3072
25800	Breast-Cancer	GSE32646	GSM809239	T	None	11.48079
25801	Breast-Cancer	GSE32646	GSM809240	T	None	9.744834
25802	Breast-Cancer	GSE32646	GSM809241	T	None	9.204571
25803	Breast-Cancer	GSE32646	GSM809242	T	None	9.749869
25804	Breast-Cancer	GSE32646	GSM809243	T	None	10.63753
25805	Breast-Cancer	GSE32646	GSM809244	T	None	8.982993
25806	Breast-Cancer	GSE32646	GSM809245	T	None	10.58684
25807	Breast-Cancer	GSE32646	GSM809246	T	None	10.931477
